x_k,y_k,theta_k,Delta_k,delta_k
0.723263144493103,3.8296217918395996,2.860101762651589,-0.006000000238418579,-0.65
0.7137957215309143,3.830488681793213,2.8710105737658425,-0.006000000238418579,-0.65
0.7090886831283569,3.8282063007354736,2.8970210857972596,-0.006000000238418579,-0.65
0.6976420879364014,3.8265411853790283,0.09056512653937854,-0.006000000238418579,0.0
0.6937479376792908,3.835364818572998,2.9185783139404586,-0.006000000238418579,0.0
0.6937479376792908,3.835364818572998,2.9185783139404586,-0.006000000238418579,0.0
0.6747642159461975,3.831260919570923,2.9477497091119744,-0.006000000238418579,0.0
0.6656481623649597,3.8318417072296143,2.942850626091136,-0.006000000238418579,0.0
0.6656481623649597,3.8318417072296143,2.942850626091136,-0.006000000238418579,0.0
0.6450417637825012,3.832599639892578,2.9807549843641783,-0.006000000238418579,0.0
0.6360325813293457,3.8309662342071533,3.000934950146668,-0.006000000238418579,0.0
0.6360325813293457,3.8309662342071533,3.000934950146668,-0.006000000238418579,0.0
0.6224548816680908,3.8285398483276367,3.0312791831525114,-0.006000000238418579,0.0
0.6122612357139587,3.8311927318573,3.070686416099242,-0.006000000238418579,0.0
0.6049379706382751,3.8251376152038574,3.0307268497961064,-0.006000000238418579,0.0
0.5964224934577942,3.827101469039917,3.077120855718889,-0.006000000238418579,0.0
0.5890505313873291,3.822916269302368,3.074618445689336,-0.006000000238418579,0.0
0.5814231038093567,3.821983575820923,3.0909778855777317,-0.006000000238418579,0.0
0.5713365077972412,3.820347785949707,3.087202647620074,-0.006000000238418579,0.0
0.562177300453186,3.821742057800293,3.1183094437606087,-0.006000000238418579,0.0
0.556617021560669,3.821601152420044,3.146869825579934,-0.006000000238418579,0.0
0.547084629535675,3.818768262863159,3.1480606435345497,-0.006000000238418579,0.0
0.5387524962425232,3.8170409202575684,3.158444727091283,-0.006000000238418579,0.0
0.5314944386482239,3.8187673091888428,3.1747661444301523,-0.006000000238418579,0.0
0.5204765796661377,3.812217950820923,3.1545917331795885,-0.006000000238418579,0.0
0.5132067203521729,3.813375473022461,3.1892052493811955,-0.006000000238418579,0.0
0.5053808689117432,3.812777042388916,3.190072529115947,-0.006000000238418579,0.0
0.4949061870574951,3.8113300800323486,3.183252075319412,-0.006000000238418579,0.0
0.4861753582954407,3.809722900390625,3.199155170298179,-0.006000000238418579,0.0
0.4759328365325928,3.8081440925598145,3.2055895106157757,-0.006000000238418579,0.0
0.4685989320278168,3.807600975036621,3.1928146536812476,-0.006000000238418579,0.0
0.4620218575000763,3.8064801692962646,3.197771724220381,-0.006000000238418579,0.0
0.4517987072467804,3.8046514987945557,3.206492677858239,-0.006000000238418579,0.0
0.4456786513328552,3.805742025375366,3.202682637215104,-0.006000000238418579,0.0
0.4367389976978302,3.80417537689209,3.200121847360834,-0.006000000238418579,0.0
0.4367389976978302,3.80417537689209,3.200121847360834,-0.006000000238418579,0.0
0.4213179051876068,3.80342960357666,3.203676153721399,-0.006000000238418579,0.0
0.4213179051876068,3.80342960357666,3.203676153721399,-0.006000000238418579,0.0
0.4028792679309845,3.797597646713257,3.199307355781079,-0.006000000238418579,0.0
0.3943062722682953,3.794684648513794,3.1913725327574416,-0.006000000238418579,0.0
0.3855506479740143,3.795529842376709,3.2010247454524348,-0.006000000238418579,0.0
0.37696734070777893,3.792725086212158,3.1928279887520916,-0.006000000238418579,0.0
0.3670002818107605,3.793210744857788,3.196894598617282,-0.006000000238418579,0.0
0.36005380749702454,3.7914068698883057,3.1950593998996597,-0.006000000238418579,0.0
0.3487490117549896,3.791003704071045,3.2171004810786177,-0.006000000238418579,0.0
0.33945757150650024,3.78947114944458,3.211432697973667,-0.006000000238418579,0.0
0.33945757150650024,3.78947114944458,3.211432697973667,-0.006000000238418579,0.0
0.3236902058124542,3.7873504161834717,3.206480734800237,-0.006000000238418579,0.0
0.3153117597103119,3.7861320972442627,3.2075357996706533,-0.006000000238418579,0.0
0.3153117597103119,3.7861320972442627,3.2075357996706533,-0.006000000238418579,0.0
0.3153117597103119,3.7861320972442627,3.2075357996706533,-0.006000000238418579,0.0
0.28914979100227356,3.7822117805480957,3.2001334808700017,-0.006000000238418579,0.0
0.2788122296333313,3.780874013900757,3.2162252674654987,-0.006000000238418579,0.0
0.2719322443008423,3.781076431274414,3.203122597034379,-0.006000000238418579,0.0
0.2606411576271057,3.7800018787384033,3.212048773606927,-0.006000000238418579,0.0
0.25410714745521545,3.775502920150757,3.1986486961660545,-0.006000000238418579,0.0
0.2441755086183548,3.7745614051818848,3.1894786741003966,-0.006000000238418579,0.0
0.2362472116947174,3.7747304439544678,3.208368284513069,-0.006000000238418579,0.0
0.22678661346435547,3.7735347747802734,3.2175237963750845,-0.006000000238418579,0.0
0.2181571125984192,3.7732396125793457,3.2076740092810896,-0.006000000238418579,0.0
0.20927731692790985,3.7701549530029297,3.198577453443543,-0.006000000238418579,0.0
0.2007375955581665,3.768846273422241,3.199333042648945,-0.006000000238418579,0.0
0.1900082379579544,3.769106388092041,3.2182458299473784,-0.006000000238418579,0.0
0.18321986496448517,3.7661821842193604,3.213325834521545,-0.006000000238418579,0.0
0.17170080542564392,3.7592148780822754,0.04214094030024195,-0.006000000238418579,0.0
0.16725435853004456,3.7678539752960205,3.222223736411289,-0.006000000238418579,0.0
0.16725435853004456,3.7678539752960205,3.222223736411289,-0.006000000238418579,0.0
0.14564143121242523,3.7618284225463867,3.2245102159261743,-0.006000000238418579,0.0
0.13785061240196228,3.761268138885498,3.20901270725269,-0.006000000238418579,0.0
0.12856155633926392,3.758263349533081,3.194285708327182,-0.006000000238418579,0.0
0.12149525433778763,3.758113145828247,3.2120037569041773,-0.006000000238418579,0.0
0.10896319150924683,3.7576777935028076,3.210328329757547,-0.006000000238418579,0.0
0.10026273131370544,3.756211996078491,3.210696945082255,-0.006000000238418579,0.0
0.09301920235157013,3.7517037391662598,3.2039141388498082,-0.006000000238418579,0.0
0.0810355395078659,3.753316879272461,3.215256280737636,-0.006000000238418579,0.0
0.0810355395078659,3.753316879272461,3.215256280737636,-0.006000000238418579,0.0
0.06399231404066086,3.7497317790985107,3.228765640997566,-0.006000000238418579,0.0
0.056364819407463074,3.748368501663208,3.230731713932226,-0.006000000238418579,0.0
0.04870098829269409,3.746184825897217,3.215047519096203,-0.006000000238418579,0.0
0.04870098829269409,3.746184825897217,3.215047519096203,-0.006000000238418579,0.0
0.030795220285654068,3.7434937953948975,3.231267131188203,-0.006000000238418579,0.0
0.020655734464526176,3.7424209117889404,3.230947264204227,-0.006000000238418579,0.0
0.012125869281589985,3.740913152694702,3.224759575256654,-0.006000000238418579,0.0
0.0023342370986938477,3.738161563873291,3.200239786408859,-0.006000000238418579,0.0
-0.005256742238998413,3.737541437149048,3.230780981021729,-0.006000000238418579,0.0
-0.014965437352657318,3.7368929386138916,3.230340657230382,-0.006000000238418579,0.0
-0.02893061935901642,3.7548866271972656,3.4039960709193724,-0.006000000238418579,0.0
-0.03243356570601463,3.7335093021392822,3.2271249880594843,-0.006000000238418579,0.0
-0.04151023179292679,3.7329258918762207,3.221626552151648,-0.006000000238418579,0.0
-0.0507950522005558,3.730419635772705,3.2139980832018615,-0.006000000238418579,0.0
-0.06318780034780502,3.7303268909454346,3.2278801132684145,-0.006000000238418579,0.0
-0.0715838298201561,3.728163003921509,3.231093378199849,-0.006000000238418579,0.0
-0.07842522859573364,3.726471185684204,3.2153217710287736,-0.006000000238418579,0.0
-0.08682267367839813,3.725022315979004,3.2227916217752073,-0.006000000238418579,0.0
-0.1005244255065918,3.724296808242798,3.2347992191836332,-0.006000000238418579,0.0
-0.10502976179122925,3.722012519836426,3.2176393441219333,-0.006000000238418579,0.0
-0.11577670276165009,3.7226481437683105,3.2206912128113285,-0.006000000238418579,0.0
-0.12392212450504303,3.7184486389160156,3.222430520161282,-0.006000000238418579,0.0
-0.13417473435401917,3.7191624641418457,3.2215871827440763,-0.006000000238418579,0.0
-0.14369893074035645,3.717684745788574,3.2228662236153034,-0.006000000238418579,0.0
-0.15382276475429535,3.7160911560058594,3.216944466248011,-0.006000000238418579,0.0
-0.16086982190608978,3.714045286178589,3.236095785482784,-0.006000000238418579,0.0
-0.17058295011520386,3.7124977111816406,3.239703883877874,-0.006000000238418579,0.0
-0.17901484668254852,3.710881233215332,3.2349143589532443,-0.006000000238418579,0.0
-0.18797126412391663,3.708073854446411,3.218650872613812,-0.006000000238418579,0.0
-0.1983102709054947,3.707453489303589,3.2367814586247023,-0.006000000238418579,0.0
-0.20641115307807922,3.7066760063171387,3.231183226785855,-0.006000000238418579,0.0
-0.21528153121471405,3.704249143600464,3.2227840366787697,-0.006000000238418579,0.0
-0.22565266489982605,3.7080860137939453,3.263864780748789,-0.006000000238418579,0.0
-0.2352849543094635,3.703080415725708,3.237357841427491,-0.006000000238418579,0.0
-0.24231065809726715,3.699711322784424,3.2457569470824303,-0.006000000238418579,0.0
-0.25264835357666016,3.6989247798919678,3.2433693863204067,-0.006000000238418579,0.0
-0.26084670424461365,3.6972310543060303,3.239020876085327,-0.006000000238418579,0.2881439208984375
-0.2715508043766022,3.695876121520996,3.2431982862520834,-0.006000000238418579,0.2881439208984375
-0.2806399166584015,3.6962528228759766,3.2292002321144837,-0.006000000238418579,0.2881439208984375
-0.29036960005760193,3.6939597129821777,3.243181954286909,-0.006000000238418579,0.2881439208984375
-0.2992497980594635,3.6908681392669678,3.2482808106205114,-0.006000000238418579,0.2881439208984375
-0.30798548460006714,3.6896398067474365,3.250160500770228,-0.006000000238418579,0.2881439208984375
-0.3161499798297882,3.6897993087768555,3.2376954869199652,-0.006000000238418579,0.2881439208984375
-0.32758527994155884,3.687121868133545,3.246336597642806,-0.006000000238418579,0.2881439208984375
-0.33539801836013794,3.6854891777038574,3.2360945523939164,-0.006000000238418579,0.2881439208984375
-0.3444746434688568,3.684469223022461,3.2419577652273213,-0.006000000238418579,0.2881439208984375
-0.3536265790462494,3.679809093475342,3.2534705155639805,-0.006000000238418579,0.2881439208984375
-0.36438024044036865,3.680466413497925,3.237397966933404,-0.006000000238418579,0.0
-0.37388545274734497,3.6791629791259766,3.2288040240685496,-0.006000000238418579,0.0
-0.3839094638824463,3.6788644790649414,3.2216785415631795,-0.006000000238418579,0.0
-0.39209094643592834,3.6767828464508057,3.223467601270945,-0.006000000238418579,0.0
-0.40193241834640503,3.6752874851226807,3.2343618423595406,-0.006000000238418579,0.0
-0.40981990098953247,3.6744139194488525,3.215203706690034,-0.006000000238418579,0.0
-0.419126033782959,3.6744284629821777,3.204159101655687,-0.006000000238418579,0.0
-0.4279952943325043,3.674095630645752,3.198528757912283,-0.006000000238418579,0.0
-0.4386485815048218,3.6733627319335938,3.199236775015651,-0.006000000238418579,0.0
-0.44657623767852783,3.6715824604034424,3.1861779058654323,-0.006000000238418579,0.0
-0.44657623767852783,3.6715824604034424,3.1861779058654323,-0.006000000238418579,0.0
-0.46742287278175354,3.672003746032715,3.1693139730715405,-0.006000000238418579,0.0
-0.473261296749115,3.6733927726745605,3.1779570125043333,-0.006000000238418579,0.0
-0.482048898935318,3.671818971633911,3.1629372258515414,-0.006000000238418579,0.0
-0.4918079376220703,3.6696724891662598,3.165044051431133,-0.006000000238418579,0.0
-0.5012329816818237,3.669203758239746,3.1583150876657875,-0.006000000238418579,0.0
-0.511113166809082,3.6691648960113525,3.1568120603352443,-0.006000000238418579,0.0
-0.5194328427314758,3.6685659885406494,3.151537216702127,-0.006000000238418579,0.0
-0.5274389386177063,3.6673543453216553,3.1622124351935823,-0.006000000238418579,0.0
-0.5376222729682922,3.6654295921325684,3.157316782785947,-0.006000000238418579,0.0
-0.5472778081893921,3.664163112640381,3.1621490470980493,-0.006000000238418579,0.0
-0.5557215809822083,3.6627819538116455,3.1687516368285618,-0.006000000238418579,0.0
-0.5647905468940735,3.6614773273468018,3.1711464388167943,-0.006000000238418579,0.0
-0.5754648447036743,3.6615402698516846,3.1634540690806503,-0.006000000238418579,0.0
-0.583115816116333,3.6610934734344482,3.1612556428923106,-0.006000000238418579,0.0
-0.5921635031700134,3.661097764968872,3.1610163880542057,-0.006000000238418579,0.0
-0.6016939878463745,3.659569501876831,3.159777621845033,-0.006000000238418579,0.0
-0.6123116612434387,3.658205986022949,3.159211954382302,-0.006000000238418579,0.0
-0.6204695701599121,3.657621383666992,3.1572857840577635,-0.006000000238418579,0.0
-0.629252552986145,3.6555984020233154,3.1616620642219626,-0.006000000238418579,0.0
-0.6374264359474182,3.6545612812042236,3.167051401222125,-0.006000000238418579,0.0
-0.6476273536682129,3.654526472091675,3.158954549063289,-0.006000000238418579,0.0
-0.6561887264251709,3.653404474258423,3.1609890561402447,-0.006000000238418579,0.0
-0.6675783395767212,3.6541075706481934,3.1625470434378418,-0.006000000238418579,0.0
-0.67420494556427,3.6512134075164795,3.169022906877146,-0.006000000238418579,0.0
-0.684614360332489,3.6514322757720947,3.161921341916041,-0.006000000238418579,0.0
-0.6933833360671997,3.6490752696990967,3.174099988592384,-0.006000000238418579,0.0
-0.702851414680481,3.6508569717407227,3.160487025115313,-0.006000000238418579,0.0
-0.7125933766365051,3.650064706802368,3.156615636749187,-0.006000000238418579,0.0
-0.7206608653068542,3.6473124027252197,3.172625791958292,-0.006000000238418579,0.0
-0.7310513854026794,3.6482598781585693,3.159276288789813,-0.006000000238418579,0.0
-0.7404265403747559,3.6482725143432617,3.1544809102066,-0.006000000238418579,0.0
-0.750464677810669,3.647660493850708,3.1602020903059613,-0.006000000238418579,0.0
-0.7597169280052185,3.6496763229370117,3.185748568113017,-0.006000000238418579,0.0
-0.7682269215583801,3.646089553833008,3.15676720777052,-0.006000000238418579,0.0
-0.7777857780456543,3.6441640853881836,3.1542353496467266,-0.006000000238418579,0.0
-0.7869266271591187,3.6428074836730957,3.148789420474638,-0.006000000238418579,0.0
-0.7952925562858582,3.643810272216797,3.1551749723686466,-0.006000000238418579,0.0
-0.8048334121704102,3.6437337398529053,3.1527079263756757,-0.006000000238418579,0.0
-0.8152041435241699,3.641974449157715,3.1580008818910392,-0.006000000238418579,0.0
-0.8233024477958679,3.6421568393707275,3.153101571719737,-0.006000000238418579,0.0
-0.8325117826461792,3.6413400173187256,3.172548923076265,-0.006000000238418579,0.0
-0.8398916125297546,3.6397697925567627,3.149048400572309,-0.006000000238418579,0.0
-0.8510938286781311,3.6373074054718018,3.1675882236548043,-0.006000000238418579,0.0
-0.8597049713134766,3.639590263366699,3.1725017632719315,-0.006000000238418579,0.0
-0.8657991290092468,3.638228178024292,3.1163785431881,-0.006000000238418579,0.0
-0.8771604299545288,3.6378955841064453,3.158739414478928,-0.006000000238418579,0.0
-0.8884504437446594,3.636300802230835,3.157929366192956,-0.006000000238418579,0.0
-0.8974117040634155,3.6348907947540283,3.158102547246604,-0.006000000238418579,0.0
-0.9070282578468323,3.635286808013916,3.1526424450939046,-0.006000000238418579,0.0
-0.914933443069458,3.634366989135742,3.165722129386722,-0.006000000238418579,0.0
-0.9237231016159058,3.6343209743499756,3.152831490951564,-0.006000000238418579,0.0
-0.9335331916809082,3.6340491771698,3.171081554083129,-0.006000000238418579,0.0
-0.9428539872169495,3.63120698928833,3.1682514690642227,-0.006000000238418579,0.0
-0.9523971676826477,3.632093906402588,3.1465097216593603,-0.006000000238418579,0.0
-0.9612351059913635,3.6305689811706543,3.1611022404291407,-0.006000000238418579,0.0
-0.9697943329811096,3.630857229232788,3.1607232820541475,-0.006000000238418579,0.0
-0.9788422584533691,3.630143165588379,3.1573711477037363,-0.006000000238418579,0.0
-0.9887633323669434,3.6290767192840576,3.16680558579373,-0.006000000238418579,0.0
-0.9963076710700989,3.6285715103149414,3.1570425346222386,-0.006000000238418579,0.0
-1.0073262453079224,3.6282742023468018,3.1751927771847783,-0.006000000238418579,0.0
-1.0153570175170898,3.627023458480835,3.1504565172589323,-0.006000000238418579,0.0
-1.0254011154174805,3.6265523433685303,3.1688735568869864,-0.006000000238418579,0.0
-1.0322611331939697,3.6248879432678223,3.152434210961397,-0.006000000238418579,0.0
-1.0433218479156494,3.625171661376953,3.1603642487573143,-0.006000000238418579,0.0
-1.0526366233825684,3.623903751373291,3.1681459239839276,-0.006000000238418579,0.0
-1.0620663166046143,3.6234359741210938,3.1570187558855647,-0.006000000238418579,0.0
-1.0701407194137573,3.622335195541382,3.1593416756474983,-0.006000000238418579,0.0
-1.0794758796691895,3.6196060180664062,3.1706912608532565,-0.006000000238418579,0.0
-1.0891104936599731,3.620927572250366,3.1621658922063896,-0.006000000238418579,0.0
-1.0975285768508911,3.6186771392822266,3.1686543895402317,-0.006000000238418579,0.0
-1.107187032699585,3.6193575859069824,3.155553940394182,-0.006000000238418579,0.0
-1.1154805421829224,3.6173551082611084,3.161293815077549,-0.006000000238418579,0.0
-1.1249927282333374,3.6156907081604004,3.165469323122932,-0.006000000238418579,0.0
-1.1358376741409302,3.616908311843872,3.173722552654317,-0.006000000238418579,0.0
-1.1434663534164429,3.615640640258789,3.167855427237363,-0.006000000238418579,0.0
-1.1537625789642334,3.614694833755493,3.1778426379697398,-0.006000000238418579,0.0
-1.1621267795562744,3.613471269607544,3.1757422186769717,-0.006000000238418579,0.0
-1.1712013483047485,3.6107423305511475,3.170037571861546,-0.006000000238418579,0.0
-1.1801701784133911,3.6115498542785645,3.162240443620492,-0.006000000238418579,0.0
-1.190320372581482,3.610893964767456,3.1561551540082697,-0.006000000238418579,0.0
-1.198303461074829,3.6095547676086426,3.1698842484377336,-0.006000000238418579,0.0
-1.2087794542312622,3.6095619201660156,3.163403459638106,-0.006000000238418579,0.0
-1.2170119285583496,3.607163429260254,3.1641027490175846,-0.006000000238418579,0.0
-1.2272136211395264,3.60691237449646,3.148142454265019,-0.006000000238418579,0.0
-1.2352253198623657,3.6064884662628174,3.1650388147059605,-0.006000000238418579,0.0
-1.2451906204223633,3.604414463043213,3.1699782808185057,-0.006000000238418579,0.0
-1.2526226043701172,3.6035730838775635,3.157577384895297,-0.006000000238418579,0.0
-1.2635242938995361,3.6029469966888428,3.173944883975974,-0.006000000238418579,0.0
-1.2723976373672485,3.602898359298706,3.1689472142167716,-0.006000000238418579,0.0
-1.2806464433670044,3.601707696914673,3.16546535948356,-0.006000000238418579,0.0
-1.2897541522979736,3.6006453037261963,3.163207171234825,-0.006000000238418579,0.0
-1.298513412475586,3.5973081588745117,3.159988601109449,-0.006000000238418579,0.0
-1.3096593618392944,3.5991368293762207,3.162529752633743,-0.006000000238418579,0.0
-1.3187097311019897,3.5988593101501465,3.1744170325897025,-0.006000000238418579,0.0
-1.3266726732254028,3.5976202487945557,3.161309336996787,-0.006000000238418579,0.0
-1.3379634618759155,3.5974864959716797,3.1601900639376406,-0.006000000238418579,0.0
-1.344848871231079,3.5952184200286865,3.1612056577991905,-0.006000000238418579,0.0
-1.3539643287658691,3.594841241836548,3.158728960444511,-0.006000000238418579,0.0
-1.3631956577301025,3.5939574241638184,3.1652764235563993,-0.006000000238418579,0.0
-1.3747133016586304,3.5940401554107666,3.153854083551624,-0.006000000238418579,0.0
-1.3839772939682007,3.5913166999816895,3.1702450477650688,-0.006000000238418579,0.0
-1.3918956518173218,3.5916545391082764,3.169679138852842,-0.006000000238418579,0.0
-1.4023102521896362,3.5916287899017334,3.1818939100148835,-0.006000000238418579,0.0
-1.409345269203186,3.590088129043579,3.1637717535356855,-0.006000000238418579,0.0
-1.4190330505371094,3.58941912651062,3.156449482005278,-0.006000000238418579,0.0
-1.427510380744934,3.5857715606689453,3.1711254148921197,-0.006000000238418579,0.0
-1.4365806579589844,3.585343599319458,3.151738951998024,-0.006000000238418579,0.0
-1.4458895921707153,3.585444688796997,3.150129545017161,-0.006000000238418579,0.0
-1.4530818462371826,3.5842459201812744,3.1456693295288223,-0.006000000238418579,0.0
-1.4646458625793457,3.5855512619018555,3.155168723536672,-0.006000000238418579,0.0
-1.472955584526062,3.582324981689453,3.152629100255413,-0.006000000238418579,0.0
-1.4819939136505127,3.5820367336273193,3.14973301513757,-0.006000000238418579,0.0
-1.4922676086425781,3.583597421646118,3.160739350538287,-0.006000000238418579,0.0
-1.499953269958496,3.5817489624023438,3.1702270656503484,-0.006000000238418579,0.0
-1.5086510181427002,3.580261707305908,3.1494735171208044,-0.006000000238418579,0.0
-1.5198931694030762,3.5802338123321533,3.171399114755253,-0.006000000238418579,0.0
-1.5288536548614502,3.5797810554504395,3.1736486973165237,-0.006000000238418579,0.0
-1.5383418798446655,3.5795657634735107,3.156869442198013,-0.006000000238418579,0.0
-1.5471000671386719,3.57778263092041,3.165121797281248,-0.006000000238418579,0.0
-1.556172490119934,3.5788755416870117,3.1936780169154564,-0.006000000238418579,0.0
-1.5674811601638794,3.5765175819396973,3.1289382983151426,-0.006000000238418579,0.0
-1.574218511581421,3.574942111968994,3.1644586930045615,-0.006000000238418579,0.0
-1.5843712091445923,3.573962688446045,3.1671553789301186,-0.006000000238418579,0.0
-1.5921019315719604,3.5743486881256104,3.1794300816779684,-0.006000000238418579,0.0
-1.6002956628799438,3.5729711055755615,3.1641599145741157,-0.006000000238418579,0.0
-1.6101189851760864,3.5724334716796875,3.170543233752647,-0.006000000238418579,0.0
-1.621237874031067,3.571709394454956,3.1839440955199168,-0.006000000238418579,0.0
-1.6288896799087524,3.570835590362549,3.1767376147669624,-0.006000000238418579,0.0
-1.638068675994873,3.569307804107666,3.1742697125579276,-0.006000000238418579,0.0
-1.6468172073364258,3.5686044692993164,3.164678176655445,-0.006000000238418579,0.0
-1.6566944122314453,3.5672976970672607,3.1456463494004887,-0.006000000238418579,0.0
-1.6661388874053955,3.564058542251587,3.1660538051978597,-0.006000000238418579,0.0
-1.6767404079437256,3.5669565200805664,3.1561692333823013,-0.006000000238418579,0.0
-1.6835017204284668,3.567136764526367,3.1731525599660944,-0.006000000238418579,0.0
-1.693317174911499,3.5652711391448975,3.15563157459755,-0.006000000238418579,0.0
-1.7063244581222534,3.56618332862854,3.1886963152813217,-0.006000000238418579,0.0
-1.7110300064086914,3.561373233795166,3.1556666780916207,-0.006000000238418579,0.0
-1.7110300064086914,3.561373233795166,3.1556666780916207,-0.006000000238418579,0.0
-1.729387879371643,3.562267780303955,3.170519911014883,-0.006000000238418579,0.0
-1.7388497591018677,3.5625901222229004,3.152305257569557,-0.006000000238418579,0.0
-1.7479592561721802,3.5617754459381104,3.1756039994447836,-0.006000000238418579,0.0
-1.7563998699188232,3.561004161834717,3.1564046020723238,-0.006000000238418579,0.0
-1.766985535621643,3.558959722518921,3.172071304183351,-0.006000000238418579,0.0
-1.77749502658844,3.556624412536621,6.208368689325919,-0.006000000238418579,0.0
-1.7832225561141968,3.555474281311035,3.1593290969392944,-0.006000000238418579,0.0
-1.7832225561141968,3.555474281311035,3.1593290969392944,-0.006000000238418579,0.0
-1.8032373189926147,3.555889368057251,3.1711363657912552,-0.006000000238418579,0.0
-1.8122756481170654,3.555251121520996,3.146506495955645,-0.006000000238418579,0.0
-1.8215303421020508,3.554919481277466,3.17018589014449,-0.006000000238418579,0.0
-1.8314659595489502,3.5544111728668213,3.1820287852273883,-0.006000000238418579,-0.12733001708984376
-1.8387622833251953,3.552743673324585,3.1514906868305155,-0.006000000238418579,-0.12733001708984376
-1.8488792181015015,3.552325487136841,3.1610211747050516,-0.006000000238418579,-0.12733001708984376
-1.8580468893051147,3.5513877868652344,3.1703854812622705,-0.006000000238418579,-0.12733001708984376
-1.8694729804992676,3.5526201725006104,3.1779611888984673,-0.006000000238418579,-0.12733001708984376
-1.8762654066085815,3.549825429916382,3.157042765642234,-0.006000000238418579,-0.12733001708984376
-1.8856638669967651,3.5475642681121826,3.1508159845102575,-0.006000000238418579,-0.12733001708984376
-1.898567795753479,3.550938367843628,3.1766694415427885,-0.006000000238418579,-0.12733001708984376
-1.9035218954086304,3.547830581665039,3.1710151656290377,-0.006000000238418579,-0.12733001708984376
-1.917068362236023,3.545870780944824,3.1308359505226986,-0.006000000238418579,-0.12733001708984376
-1.9243695735931396,3.546673059463501,3.140250024255193,-0.006000000238418579,-0.18092803955078127
-1.9333113431930542,3.5453062057495117,3.1699887031560965,-0.006000000238418579,-0.18092803955078127
-1.9404958486557007,3.5438930988311768,3.1847772809547483,-0.006000000238418579,-0.18092803955078127
-1.9487240314483643,3.542764902114868,3.172629785088936,-0.006000000238418579,-0.18092803955078127
-1.9588567018508911,3.5417301654815674,3.1833509450433914,-0.006000000238418579,-0.18092803955078127
-1.968022108078003,3.5398123264312744,3.1957559280435044,-0.006000000238418579,-0.18092803955078127
-1.968022108078003,3.5398123264312744,3.1957559280435044,-0.006000000238418579,-0.18092803955078127
-1.9860448837280273,3.536702871322632,3.20207769618362,-0.006000000238418579,-0.18092803955078127
-1.9971494674682617,3.533254384994507,3.183861009949528,-0.006000000238418579,-0.18092803955078127
-2.0044076442718506,3.534280776977539,3.200036920298593,-0.006000000238418579,-0.18092803955078127
-2.0141990184783936,3.532150983810425,3.22475244959109,-0.006000000238418579,-0.26804962158203127
-2.025404691696167,3.527313232421875,3.209759352631113,-0.006000000238418579,-0.26804962158203127
-2.031717300415039,3.5268163681030273,3.227705924273383,-0.006000000238418579,-0.26804962158203127
-2.0450332164764404,3.528542995452881,3.214396926109117,-0.006000000238418579,-0.26804962158203127
-2.05059552192688,3.5251333713531494,3.2106375025168172,-0.006000000238418579,-0.26804962158203127
-2.059023857116699,3.5221993923187256,3.2409098309871,-0.006000000238418579,-0.26804962158203127
-2.068462371826172,3.5204696655273438,3.247603635682763,-0.006000000238418579,-0.26804962158203127
-2.076869487762451,3.519260883331299,3.247724427108178,-0.006000000238418579,-0.26804962158203127
-2.0866646766662598,3.512972116470337,3.2592476270074586,-0.006000000238418579,-0.26804962158203127
-2.097676992416382,3.512057065963745,3.2505007540887787,-0.006000000238418579,-0.26804962158203127
-2.1053223609924316,3.5090584754943848,3.2682435093292095,-0.006000000238418579,-0.28145904541015626
-2.1133294105529785,3.5099546909332275,3.274835558812567,-0.006000000238418579,-0.28145904541015626
-2.124105930328369,3.508291721343994,3.2819340020173757,-0.006000000238418579,-0.28145904541015626
-2.1317663192749023,3.5036795139312744,3.2947489503660505,-0.006000000238418579,-0.28145904541015626
-2.1406915187835693,3.501491069793701,3.3005483768492363,-0.006000000238418579,-0.28145904541015626
-2.1505179405212402,3.499194383621216,3.318562335044492,-0.006000000238418579,-0.28145904541015626
-2.158344268798828,3.4950969219207764,3.316108490216651,-0.006000000238418579,-0.28145904541015626
-2.1671090126037598,3.4930644035339355,3.3322557817479126,-0.006000000238418579,-0.28145904541015626
-2.175699472427368,3.4885122776031494,3.3447427563524075,-0.006000000238418579,-0.28145904541015626
-2.186432361602783,3.486513376235962,3.367169123475564,-0.006000000238418579,-0.28145904541015626
-2.193834066390991,3.482516050338745,3.3650009628411888,-0.006000000238418579,-0.28145904541015626
-2.202866792678833,3.479050636291504,3.377023791545381,-0.006000000238418579,-0.28145904541015626
-2.211076021194458,3.476855516433716,3.3827215043499166,-0.006000000238418579,-0.28145904541015626
-2.2192587852478027,3.4734690189361572,3.38738219883012,-0.006000000238418579,-0.28145904541015626
-2.230025291442871,3.4689736366271973,3.4178042019953154,-0.006000000238418579,-0.28145904541015626
-2.2371304035186768,3.46572208404541,3.412205699403482,-0.006000000238418579,-0.28145904541015626
-2.246548891067505,3.462665557861328,3.4025635431469854,-0.006000000238418579,-0.28145904541015626
-2.254929542541504,3.4581458568573,3.4220785242302743,-0.006000000238418579,-0.28145904541015626
-2.2623984813690186,3.4538516998291016,3.4383172858713102,-0.006000000238418579,-0.28145904541015626
-2.2714343070983887,3.450895071029663,3.4347160577722375,-0.006000000238418579,-0.28145904541015626
-2.2791354656219482,3.446686267852783,3.4418894477069197,-0.006000000238418579,-0.28145904541015626
